Product ID,Active (0/1),Name *,Price tax excluded,Tax rules ID,Reference #,Manufacturer,Quantity,Summary,Description,Meta description,Image URLs,Category
90,1,POWER-Zyme - HESI 500mL,"7647,000",1,POWER272,Hesi,100,<p>POWER-Zyme es un extracto de enzimas para plantas que estimula la actividad microbiológica del suelo y el crecimiento radical</p>," <h2>Descripción</h2> <p>POWER-Zyme incrementa la resistencia de la planta. Elimina del medio los compuestos dañinos. Activa los microorganismos beneficiosos en el sustrato. Acelera la absorción de nutrientes. Apto para uso en tierra, coco e hidro.<br> Las raíces de las plantas renuevan su parte externa constantemente, repeliendo viejas células y sustituyéndolas por células nuevas. Cuanto más crece una raíz, mayor cantidad de células muertas se depositan en el medio. Este material es mayoritariamente celulosa.</p> <p>Solo algunos microorganismos especiales pueden sintetizar la celulosa y la convierten en azúcares asimilables por la planta; por lo que la planta los usa como alimento. De este modo, un producto inservible se reutiliza de forma óptima no solo para las plantas sino también para una micro-flora sana.</p> <p>Usando Powerzyme no se producen pudriciones ya que la fuente de estos problemas se transforma y reutiliza. Las partes de las plantas en putrefacción consumen oxígeno, pero con Powerzyme se mantiene el nivel máximo de oxígeno en el sustrato.</p> ",POWER-Zyme es un extracto de enzimas para plantas que estimula la actividad microbiológica del suelo y el crecimiento radical,https://andinotech.cl/wp-content/uploads/2018/11/Powerzyme-500mL-HESI-1.jpg,Hesi;Marca;Potenciadores y Aditivos;Fertilizantes y Abonos;
91,1,Vitaminas Super Vit 10 mL - HESI,"7983,000",1,VITAMI273,Hesi,100,<p>Es una mezcla <strong>altamente</strong> concentrada de vitaminas y aminoácidos que mejora de forma inmediata el metabolismo y la condición general de la planta.</p>," <h2>Descripción</h2> <p>Esto resulta en un crecimiento fuerte y una floración abundante.</p> <p>SuperVit es apto para todas las plantas y aplicaciones porque incrementa la floración y la formación de resina, activa la floración y las hormonas de crecimiento, mejora la capacidad de la planta para absorber la luz y acelera el metabolismo.</p> <p>Está compuesto por 15 vitaminas y 10 aminoácidos que intervienen de forma decisiva en el metabolismo de las plantas.</p> ",Es una mezcla altamente concentrada de vitaminas y aminoácidos que mejora de forma inmediata el metabolismo y la condición general de la planta.,https://andinotech.cl/wp-content/uploads/2018/11/Super-Vit-10mL-HESI.jpg,Hesi;Marca;Potenciadores y Aditivos;Fertilizantes y Abonos;
92,1,Vitaminas Super Vit 50 mL - HESI,"21008,000",1,VITAMI274,Hesi,100,<p>Es una mezcla <strong>altamente</strong> concentrada de vitaminas y aminoácidos que mejora de forma inmediata el metabolismo y la condición general de la planta.</p>," <h2>Descripción</h2> <p>Esto resulta en un crecimiento fuerte y una floración abundante.</p> <p>SuperVit es apto para todas las plantas y aplicaciones porque incrementa la floración y la formación de resina, activa la floración y las hormonas de crecimiento, mejora la capacidad de la planta para absorber la luz y acelera el metabolismo.</p> <p>Está compuesto por 15 vitaminas y 10 aminoácidos que intervienen de forma decisiva en el metabolismo de las plantas.</p> ",Es una mezcla altamente concentrada de vitaminas y aminoácidos que mejora de forma inmediata el metabolismo y la condición general de la planta.,https://andinotech.cl/wp-content/uploads/2018/11/Super-Vit-10mL-HESI.jpg,Hesi;Marca;Potenciadores y Aditivos;Fertilizantes y Abonos;
93,1,Algen Extract 250ml - House & Garden,"22689,000",1,ALGENE278,House & Garden,100,"Algen Extract de House & Garden contiene un muy alto porcentaje de materia seca de Ascophyllum Nodosum. Este extracto de algas marinas de Noruega es rico en ambos macro nutrientes (como N, P, K, Ca, Mg & S) y micronutrientes (Mn, Cu, Fe y Zn). Algen Extract de House & Garden contiene un muy alto porcentaje de materia seca de Ascophyllum Nodosum. Este extracto de algas marinas de Noruega es rico en ambos macro nutrientes (como N, P, K, Ca, Mg & S) y micronutrientes (Mn, Cu, Fe y Zn). ...","<div class=""h5 text-uppercase index_title""><span>Descripción</span></div><div class=""product-description""><p  ><span  >Algen Extract de House &amp; Garden contiene un muy alto porcentaje de materia seca de Ascophyllum Nodosum. Este extracto de algas marinas de Noruega es rico en ambos macro nutrientes (como N, P, K, Ca, Mg &amp; S) y micronutrientes (Mn, Cu, Fe y Zn). Además, contiene niveles muy altos de hormonas naturales, polisacáridos, aminoácidos y proteínas. Estas sustancias estimulan el crecimiento saludable de la raíz y un exuberante follaje verde. Esto hace que Algen Extract sea un importante suplemento a los nutrientes base.</span></p> <p  ><span  >Ayuda a la recuperación de la planta y al alivio del estrés.</span></p> <p  ><span  >Estimula la formación de vello radicular, lo que lleva a aumento en la absorción de oligoelementos.</span></p> <p  ><span  >Aumenta la resistencia a enfermedades y plagas.</span></p> <p  ><span  >Crecimiento más rápido y saludable.</span></p> <p  ><span  >ALGEN EXTRACT ESTIMULA EL CRECIMIENTO DEL SISTEMA RADICULAR PERMITIÉNDOLE A LA PLANTA ABSORBER MÁS NUTRIENTES. TAMBIÉN AUMENTA LA RESISTENCIA DE LA PLANTA Y ESTIMULA LA PRODUCCIÓN DE CLOROFILA. UN GRAN SISTEMA RADICULAR GARANTIZA UN MEJOR CRECIMIENTO DURANTE TODA LA TEMPORADA</span></p> <ul  ><li><span  >Dosificación: 0.1-0.5 ml / ltr</span></li> <li><span  >Disponible en: 250ml, 500ml, 1L y 5L.</span></li> <li><span  >Uso: Crecimiento y Floración</span></li> </ul></div>",Algen Extract de House &amp; Garden contiene un muy alto porcentaje de materia seca de Ascophyllum Nodosum. Este extracto de algas marinas de Noruega e...,https://notorious.cl/6989-large_default/algen-extract-500ml-house-garden.jpg,House & Garden;Marca;Potenciadores y Aditivos;Fertilizantes y Abonos;
94,1,Magic Green 250ML - House & Garden,"21008,000",1,MAGICG280,House & Garden,100,"House & Garden Magic Green es un aerosol ¡extremadamente poderoso para fertilización foliar! Cuando se usa correctamente, las plantas mostrarán vigor increíble, ¡con resultados visibles dentro de 24 - 48 horas!House & Garden Magic Green es un aerosol ¡extremadamente poderoso para fertilización foliar! Cuando se usa correctamente, las plantas mostrarán vigor increíble, ¡con resultados visibles dentro de 24 - 48 horas!...","<div class=""h5 text-uppercase index_title""><span>Descripción</span></div><div class=""product-description""><p  ><span  >House &amp; Garden Magic Green es un aerosol ¡extremadamente poderoso para fertilización foliar! Cuando se usa correctamente, las plantas mostrarán vigor increíble, ¡con resultados visibles dentro de 24 - 48 horas! Magic Green se puede usar con eficacia desde esquejes sin enraizar hasta plantas maduras. Puede restaurar efectivamente el color natural y la vitalidad a las hojas mediante el fortalecimiento del tejido vascular y promoviendo procesos fotosintéticos. Magic Green actúa como una capa defensiva para la planta, ayudando a la resistencia de los cultivos a las plagas y las enfermedades. Para obtener mejores resultados rocía Magic Green en tus plantas cuando las luces están apagadas.</span></p> <p  ><span  >Uso desde plántulas hasta que se establezcan y desarrollen los sitios florales.</span></p> <p  ><span  >Mejora la vitalidad del crecimiento de la planta</span></p> <p  ><span  >Respuesta rápida y captación ultra eficiente</span></p> <p  ><span  >Ayudas en mecanismos de defensa de plantas</span></p> <p  ><span  >Remedia deficiencias en ciertas variedades</span></p> <p  ><span  >Hoja enferma =&gt; Aplicar Magic Green =&gt; Hoja sana</span></p> <p  ></p> <ul  ><li><span  >Dosis: 2,5ml / ltr</span></li> <li><span  >Disponible en 500ml y 1lt</span></li> <li><span  >Uso: Crecimiento</span></li> </ul></div>","House &amp; Garden Magic Green es un aerosol ¡extremadamente poderoso para fertilización foliar! Cuando se usa correctamente, las plantas mostrarán vig...",https://notorious.cl/7002-large_default/magic-green-250ml-house-garden.jpg,House & Garden;Marca;Potenciadores y Aditivos;Fertilizantes y Abonos;
95,1,Bud Xl 250mL - House & Garden,"14706,000",1,BUDXL2281,House & Garden,100,"<p><strong  >Bud XL de House and Garden es un aditivo innovador con una propiedad única</strong><span  >, la cual </span><strong  >consistente en utilizar los azúcares de las hojas de la planta a modo de enzimas y transportarlo hasta la flor o el fruto</strong><span  >. Es un</span><strong  > potenciador de floración</strong><span  > que ayuda a extraer los azúcares de las brácteas (órgano foliar) grandes, lo que </span><strong  >consigue más azúcar y energía para concentrarse en la producción de flores y frutos</strong><span  >. De este modo, </span><strong  >el rendimiento, la robustez y la dulzura de la cosecha aumentan</strong><span  >. </span><strong  >Las flores se hacen más grandes y mejorar el color y la calidad.</strong></p>",,"Bud XL de House and Garden es un aditivo innovador con una propiedad única, la cual consistente en utilizar los azúcares de las hojas de la planta a modo de enzimas y transportarlo hasta la flor o el fruto. Es un potenciador de floración que ayuda a extraer los azúcares de las brácteas (órgano foliar) grandes, lo que consigue más azúcar y energía para concentrarse en la producción de flores y frutos. De este modo, el rendimiento, la robustez y la dulzura de la cosecha aumentan. Las flores se hacen má...",https://astrogrowshop.cl/10986-large_default/house-garden-bud-xl-250ml.jpg,House & Garden;Marca;Potenciadores y Aditivos;Fertilizantes y Abonos;
96,1,Drip Clean  250mL - House & Garden,"12353,000",1,DRIPCL282,House & Garden,100,"<p  ><span  >Drip Clean de House&amp;Garden</span> es un componente fabricado para usar después de añadir los nutrientes pertinentes. Es un producto ideal para limpiar las <span  >sales sobrantes del agua</span> y del sustrato por lo que tendremos unas plantas más estables y que se alimentan de manera equilibrada.</p><p  >Si no se eliminan dichas sales, la planta puede saturar sus raíces haciendo que no se alimente correctamente <span  >mostrando carencias y excesos rápidamente.</span></p><p  >Aplicar sólo <span  >0,4ml por litro</span> de solución como aditivo en cada comida.</p>",,"Drip Clean de House&amp;Garden es un componente fabricado para usar después de añadir los nutrientes pertinentes. Es un producto ideal para limpiar las sales sobrantes del agua y del sustrato por lo que tendremos unas plantas más estables y que se alimentan de manera equilibrada. Si no se eliminan dichas sales, la planta puede saturar sus raíces haciendo que no se alimente correctamente mostrando carencias y excesos rápidamente. Aplicar sólo 0,4ml por litro de solución como aditivo en cada comida.",https://astrogrowshop.cl/10988-large_default/house-garden-drip-clean-250ml.jpg,House & Garden;Marca;Potenciadores y Aditivos;Fertilizantes y Abonos;
97,1,Amino 250mL - House & Garden,"37990,000",1,AMINO2284,House & Garden,100,"<p  >Este producto rico en aminoácidos es el <strong  >extracto de semillas</strong> que contiene, el cual <strong  >aporta unos beneficios increíbles</strong> en los cultivos tratados. Estimula el <strong  >desarrollo de las raíces,</strong> el <strong  >crecimiento</strong> general y más adelante la <strong  >producción de flores de calidad</strong>.</p><p  >Por otro lado el <strong  >extracto de algas</strong> con el que también está formulado, aporta un <strong  >gran vigor</strong> y <strong  >vitalidad</strong> en el desarrollo vegetativo y también <strong  >mejora la calidad</strong> del producto final.</p>",,"Este producto rico en aminoácidos es el extracto de semillas que contiene, el cual aporta unos beneficios increíbles en los cultivos tratados. Estimula el desarrollo de las raíces, el crecimiento general y más adelante la producción de flores de calidad. Por otro lado el extracto de algas con el que también está formulado, aporta un gran vigor y vitalidad en el desarrollo vegetativo y también mejora la calidad del producto final.",https://astrogrowshop.cl/10984-large_default/house-garden-amino-250ml.jpg,House & Garden;Marca;Potenciadores y Aditivos;Fertilizantes y Abonos;
98,1,Roots Excelurator Gold 250mL - House & Garden,"44900,000",1,ROOTSE285,House & Garden,100,"<p><strong  >Roots Excelurator Gold </strong><span  >de</span><strong  > House&amp;Garden</strong><span  > es un estimulador de raíces concentrado y de los más eficaces del mercado, con resultados visibles desde el primer día y con una doble acción, ya que además de favorecer el desarrollo de las raíces y el crecimiento vegetativo, refuerza la defensa de las plantas y las protegen frente a enfermedades y otros ataques externos, además que es capaz de curar la pudrición de la raíz existente. El resultado es un cultivo con plantas más saludables, un crecimiento más abundante y con mayor vigor.</span></p>",,"Roots Excelurator Gold de House&amp;Garden es un estimulador de raíces concentrado y de los más eficaces del mercado, con resultados visibles desde el primer día y con una doble acción, ya que además de favorecer el desarrollo de las raíces y el crecimiento vegetativo, refuerza la defensa de las plantas y las protegen frente a enfermedades y otros ataques externos, además que es capaz de curar la pudrición de la raíz existente. El resultado es un cultivo con plantas más saludables, un crecimiento más...",https://astrogrowshop.cl/10998-large_default/house-garden-roots-excelurator-gold-250ml.jpg,House & Garden;Marca;Enraizantes;Fertilizantes y Abonos;
99,1,Soil A+B 1L - House & Garden,"21008,000",1,SOILA286,House & Garden,100,"<p><span  >Soil A+B de House &amp; Garden</span><span  > es un nutriente partido en dos partes para que podamos usarlo de la manera más conveniente posible. Esta diseñado </span><span  >para suelos que no contengan cal,</span><span  > y además podremos añadir otros aditivos junto a él pues se ha formulado especialmente bajo en EC.</span></p>",,"Soil A+B de House &amp; Garden es un nutriente partido en dos partes para que podamos usarlo de la manera más conveniente posible. Esta diseñado para suelos que no contengan cal, y además podremos añadir otros aditivos junto a él pues se ha formulado especialmente bajo en EC.",https://astrogrowshop.cl/11000-large_default/house-garden-soil-ab-1l.jpg,House & Garden;Marca;Bases;Fertilizantes y Abonos;
100,1,Shooting Powder 65 Gr - House & Garden,"6900,000",1,SHOOTI287,House & Garden,100,"<p  >El <strong  >Shooting Powder de House &amp; Garden</strong>, es probablemente uno de los <strong  >engordes para plantas más efectivos</strong> que se pueden encontrar en el mercado. Sobre todo para las <strong  >ultimas 3-4 semanas de floración</strong>, donde ningún otro crea el efecto que produce este increíble producto.</p><p  >Su formulación está compuesta a base de un <strong  >porcentaje específico de P y K,</strong> junto con la <strong  >adición de CO2</strong> para que el efecto sea más efectivo.</p>",,"El Shooting Powder de House &amp; Garden, es probablemente uno de los engordes para plantas más efectivos que se pueden encontrar en el mercado. Sobre todo para las ultimas 3-4 semanas de floración, donde ningún otro crea el efecto que produce este increíble producto. Su formulación está compuesta a base de un porcentaje específico de P y K, junto con la adición de CO2 para que el efecto sea más efectivo.",https://astrogrowshop.cl/10999-large_default/house-garden-shooting-powder-65-gr.jpg,House & Garden;Marca;Potenciadores y Aditivos;Fertilizantes y Abonos;
101,1,Balastro Electrónico 600W Con Dimmer - Lumatek,"151261,000",1,BALAST296,Lumatek,100,"<div class=""rte"" itemprop=""description"">Balastro electrónico regulable 600 W Lumatek Factor de potencia: &gt;0.99 Rango de voltaje multiple: 175~275V Lámpara CCF: &lt;1.7 Frecuencia de trabajo: alta frecuencia. No produce ruido, ni vibraciones. Rango de temperatura funcionamiento óptimo: -25~40°C(-13~104°F) Humedad: capaz de trabajar en humedad relativa de 0% a 90%, sin condensación.250W - 400W - 600W - 600SL Voltaje: 240V 50/60Hz Corriente: 2.70A Potencia de entrada: 630W Potencia de salida: 600W Distorsión armonica: &lt;8%</div>","<h3 class=""page-product-heading"">Más</h3><div class=""rte"">Balastro electrónico regulable 600 W Lumatek Factor de potencia: &gt;0.99 Rango de voltaje multiple: 175~275V Lámpara CCF: &lt;1.7 Frecuencia de trabajo: alta frecuencia. No produce ruido, ni vibraciones. Rango de temperatura funcionamiento óptimo: -25~40°C(-13~104°F) Humedad: capaz de trabajar en humedad relativa de 0% a 90%, sin condensación.250W - 400W - 600W - 600SL Voltaje: 240V 50/60Hz Corriente: 2.70A Potencia de entrada: 630W Potencia de salida: 600W Distorsión armonica: &lt;8%</div>",,http://siembratienda.com/1479-large_default/balastro-lumatek-electronico-600w-con-dimmer.jpg,Balastros;Iluminación;
102,1,Balastro Electrónico 400W Con Dimmer - Lumatek,"129412,000",1,BALAST297,Lumatek,100,"<div class=""rte"" itemprop=""description"">Balastro electrónico regulable 400 W Lumatek Factor de potencia: &gt;0.99 Rango de voltaje multiple: 175~275V Lámpara CCF: &lt;1.7 Frecuencia de trabajo: alta frecuencia. No produce ruido, ni vibraciones. Rango de temperatura funcionamiento óptimo: -25~40°C(-13~104°F) Humedad: capaz de trabajar en humedad relativa de 0% a 90%, sin condensación.250W - 250SL - 400W - 400SL Voltaje: 230V 50/60Hz Corriente: 1.90A Potencia de entrada: 440W Potencia de salida: 420W Distorsión armonica: &lt;8%</div>","<h3 class=""page-product-heading"">Más</h3><div class=""rte"">Balastro electrónico regulable 400 W Lumatek Factor de potencia: &gt;0.99 Rango de voltaje multiple: 175~275V Lámpara CCF: &lt;1.7 Frecuencia de trabajo: alta frecuencia. No produce ruido, ni vibraciones. Rango de temperatura funcionamiento óptimo: -25~40°C(-13~104°F) Humedad: capaz de trabajar en humedad relativa de 0% a 90%, sin condensación.250W - 250SL - 400W - 400SL Voltaje: 230V 50/60Hz Corriente: 1.90A Potencia de entrada: 440W Potencia de salida: 420W Distorsión armonica: &lt;8%</div>",,http://siembratienda.com/1478-large_default/balastro-lumatek-electronico-400w-con-dimmer.jpg,Balastros;Iluminación;
103,1,Fertilizante 120mL - Mammoth P,"32353,000",1,FERTIL298,Mammoth P,100,"<div class=""rte"" itemprop=""description"">MAMMOTH P : es un bioestimulante microbiano con patente pendiente probado en la universidad que eleva naturalmente la disponibilidad de fósforo y micro-nutrientes para apoyar el crecimiento sano y vigoroso de las plantas. Para uso durante las etapas vegetativa y de floración en todos los medios, desde mezclas hidropónicas a macetas orgánicas y a suelos.Para uso durante las etapas vegetativa y de floración en todos los medios, desde mezclas hidropónicas a macetas orgánicas y a suelos, esto da como resultado un uso más eficiente de fertilizantes y nutrientes del suelo por parte de las plantas.Las pruebas en la universidad han demostrado un crecimiento más rápido, más vigoroso y más consistente para una variedad de plantas, desde césped hasta vegetales y botánicos medicinales...s.</div>","<h3 class=""page-product-heading"">Más</h3><div class=""rte"">MAMMOTH P es un bioestimulante microbiano con patente pendiente probado en la universidad que eleva naturalmente la disponibilidad de fósforo y micronutrientes para apoyar el crecimiento sano y vigoroso de las plantas.</div>","MAMMOTH P : es un bioestimulante microbiano con patente pendiente probado en la universidad que eleva naturalmente la disponibilidad de fósforo y micro-nutrientes para apoyar el crecimiento sano y vigoroso de las plantas. Para uso durante las etapas vegetativa y de floración en todos los medios, desde mezclas hidropónicas a macetas orgánicas y a suelos.Para uso durante las etapas vegetativa y de floración en todos los medios, desde mezclas hidropónicas a macetas orgánicas y a suelos, esto da como res...",http://siembratienda.com/1389-large_default/fertilizante-mammothp-120ml.jpg,Mammoth;Marca;Potenciadores y Aditivos;Microorganismos;Fertilizantes y Abonos;
104,1,Fertilizante 250mL - Mammoth P,"666999,000",1,FERTIL299,Mammoth P,100,"<div class=""rte"" itemprop=""description"">MAMMOTH P : es un bioestimulante microbiano con patente pendiente probado en la universidad que eleva naturalmente la disponibilidad de fósforo y micro-nutrientes para apoyar el crecimiento sano y vigoroso de las plantas. Para uso durante las etapas vegetativa y de floración en todos los medios, desde mezclas hidropónicas a macetas orgánicas y a suelos.Para uso durante las etapas vegetativa y de floración en todos los medios, desde mezclas hidropónicas a macetas orgánicas y a suelos, esto da como resultado un uso más eficiente de fertilizantes y nutrientes del suelo por parte de las plantas.Las pruebas en la universidad han demostrado un crecimiento más rápido, más vigoroso y más consistente para una variedad de plantas, desde césped hasta vegetales y botánicos medicinales...</div>","<h3 class=""page-product-heading"">Más</h3><div class=""rte"">MAMMOTH P es un bioestimulante microbiano con patente pendiente probado en la universidad que eleva naturalmente la disponibilidad de fósforo y micronutrientes para apoyar el crecimiento sano y vigoroso de las plantas.</div>","MAMMOTH P : es un bioestimulante microbiano con patente pendiente probado en la universidad que eleva naturalmente la disponibilidad de fósforo y micro-nutrientes para apoyar el crecimiento sano y vigoroso de las plantas. Para uso durante las etapas vegetativa y de floración en todos los medios, desde mezclas hidropónicas a macetas orgánicas y a suelos.Para uso durante las etapas vegetativa y de floración en todos los medios, desde mezclas hidropónicas a macetas orgánicas y a suelos, esto da como res...",http://siembratienda.com/1390-large_default/fertilizante-mammothp-250ml.jpg,Mammoth;Marca;Potenciadores y Aditivos;Microorganismos;Fertilizantes y Abonos;
105,1,Micorrizas premium vía riego 10 g - Micoroot,"7555,000",1,MICORR301,Micoroot,100,Fertilizante Micoroot via riego 10 grs...,"<div class=""h5 text-uppercase index_title""><span>Descripción</span></div><div class=""product-description""><p>Fertilizante Micoroot via riego 10 grs</p></div>",Fertilizante Micoroot via riego 10 grs...,https://notorious.cl/7332-large_default/micoroot-via-riego-10-grs.jpg,Micoroot;Marca;Microorganismos;Enraizantes;Fertilizantes y Abonos;
106,1,Micorrizas premium 10g - Micoroot,"4202,000",1,MICORR304,Micoroot,100," Nuestras Endomicorrizas Arbusculares se establecen en el interior de la raíz, aumentando la capacidad de absorción ,se alimenta mutuamente con la planta a traves del proceso de fotosíntesis, tambien protege a la planta de hongos patogenos por lo que es la mejor manera de prevenir futuros problemas.Trabajar y/o agregar nuestros productos no reemplaza los alimentos base, los potencia.Estudios comprueban que trabajar con microorganismos puede incrementar la cosecha hasta en un 30% utilizando ...","<div class=""h5 text-uppercase index_title""><span>Descripción</span></div><div class=""product-description""><div  ><span  ><span  >Micoroot:</span> Nuestras Endomicorrizas Arbusculares se establecen en el interior de la raíz, aumentando la capacidad de absorción ,se alimenta mutuamente con la planta a traves del proceso de fotosíntesis, tambien protege a la planta de hongos patogenos por lo que es la mejor manera de prevenir futuros problemas.</span></div> <div  ></div> <div  ><span  >Trabajar y/o agregar nuestros productos no reemplaza los alimentos base, los potencia.</span></div> <div  ><span  >Estudios comprueban que trabajar con microorganismos puede incrementar la cosecha hasta en un 30% utilizando menos fertilizante.</span></div> <div  ><span  >Nuestros microorganismos son compatibles con la gran mayoría de los fertilizantes del mercado.</span></div></div>","Micoroot: Nuestras Endomicorrizas Arbusculares se establecen en el interior de la raíz, aumentando la capacidad de absorción ,se alimenta mutuamente co...",https://notorious.cl/7329-large_default/micoroots-5-grs.jpg,Micoroot;Marca;Microorganismos;Enraizantes;Fertilizantes y Abonos;
107,1,Happy Clover - 15g - Estimulante Radicular - Micoroot,"3782,000",1,HAPPYC305,Micoroot,100,"<p><strong>Happy Clover</strong> de Micoroot son semillas de trébol blanco inoculadas con rhizobium que acompañan tu planta en una relación simbiótica. Ayuda a fijar el nitrógeno en el suelo, mantiene la humedad previniendo la erosión, potencia la labor de las micorrizas y le brinda oxígeno a la vida del suelo.</p>",,"Happy Clover son semillas de trébol blanco inoculadas con rhizobium que acompañan tu planta, fijan el nitrógeno en el suelo y potencian las micorrizas.",https://astrogrowshop.cl/8756-medium_default/micoroots-happy-clover.jpg,Micoroot;Marca;Microorganismos;Potenciadores y Aditivos;Fertilizantes y Abonos;
108,1,Calcio 1L  - Miner,"5882,000",1,CALCIO306,Miner,100,"<div class=""rte"" itemprop=""description"">El déficit de calcio provoca un cese del crecimiento de los tejidos de las raíces y de los tallos, debido a su importante papel en la formación de la membrana de las células vegetales y a la regulación del funcionamiento de absorción de nutrientes, con Miner Calcio puedes evitarlo, además se puede añadir al agua osmotizada junto con Miner Magnesio para proporcionar la dureza adecuada a esta, actuando como solución taponadora y evitando los cambios bruscos de pH. El calcio es un nutriente esencial para las plantas. Algunos de sus funciones son: promover el alargamiento celular, participar en los procesos metabólicos de la absorción de otros nutrientes, fortalecer la estructura de la pared celular, participar en los procesos enzimáticos y hormonales....</div>","<h3 class=""page-product-heading"">Más</h3><div class=""rte"">El déficit de calcio provoca un cese del crecimiento de los tejidos de las raíces y de los tallos, debido a su importante papel en la formación de la membrana de las células vegetales y a la regulación del funcionamiento de absorción de nutrientes, con Miner Calcio puedes evitarlo, además se puede añadir al agua osmotizada junto con Miner Magnesio para proporcionar la dureza adecuada a esta, actuando como solución taponadora y evitando los cambios bruscos de pH. El calcio es un nutriente esencial para las plantas. Algunos de sus funciones son: promover el alargamiento celular, participar en los procesos metabólicos de la absorción de otros nutrientes, fortalecer la estructura de la pared celular, participar en los procesos enzimáticos y hormonales, ayudar a proteger la planta contra el estrés provocado por altas temperaturas, y también proteger la planta contra las enfermedades, favorecer la calidad de los frutos.</div>","El déficit de calcio provoca un cese del crecimiento de los tejidos de las raíces y de los tallos, debido a su importante papel en la formación de la membrana de las células vegetales y a la regulación del funcionamiento de absorción de nutrientes, con Miner Calcio puedes evitarlo, además se puede añadir al agua osmotizada junto con Miner Magnesio para proporcionar la dureza adecuada a esta, actuando como solución taponadora y evitando los cambios bruscos de pH. El calcio es un nutriente esencial par...",http://siembratienda.com/219-large_default/miner-calcio-1l-12-udscaja.jpg,Miner;Marca;Potenciadores y Aditivos;Fertilizantes y Abonos;
109,1,Magnesio 1L - Miner,"5882,000",1,MAGNES307,Miner,100,"<div class=""rte"" itemprop=""description"">La deficiencia de magnesio puede ser un factor importante que limita la producción de cultivos. La carencia de magnesio se corrige añadiendo Miner Magnesio en el riego. Además se puede añadir al agua osmotizada junto con Miner Calcio para proporcionar la dureza adecuada a esta, actuando como solución taponadora y evitando los cambios bruscos de pH. El magnesio (Mg), como parte del grupo de nutrientes esenciales para las plantas, es el elemento constituyente principal de la molécula de clorofila, fundamental en la fotosíntesis. Tiene un efecto activador sobre diversas encimas.</div>","<h3 class=""page-product-heading"">Más</h3><div class=""rte"">La deficiencia de magnesio puede ser un factor importante que limita la producción de cultivos. La carencia de magnesio se corrige añadiendo Miner Magnesio en el riego. Además se puede añadir al agua osmotizada junto con Miner Calcio para proporcionar la dureza adecuada a esta, actuando como solución taponadora y evitando los cambios bruscos de pH. El magnesio (Mg), como parte del grupo de nutrientes esenciales para las plantas, es el elemento constituyente principal de la molécula de clorofila, fundamental en la fotosíntesis. Tiene un efecto activador sobre diversas encimas.</div>","La deficiencia de magnesio puede ser un factor importante que limita la producción de cultivos. La carencia de magnesio se corrige añadiendo Miner Magnesio en el riego. Además se puede añadir al agua osmotizada junto con Miner Calcio para proporcionar la dureza adecuada a esta, actuando como solución taponadora y evitando los cambios bruscos de pH. El magnesio (Mg), como parte del grupo de nutrientes esenciales para las plantas, es el elemento constituyente principal de la molécula de clorofila, fund...",http://siembratienda.com/225-large_default/miner-magnesio-1l-12udscaja.jpg,Miner;Marca;Potenciadores y Aditivos;Fertilizantes y Abonos;
110,1,Papelillo + Tips Premium 1 Unidad - Ocb,"1681,000",1,PAPELI309,Ocb,100,,,,https://astrogrowshop.cl/11672-large_default/ocb-papelillo-ocb-tips-premium-1-unidad.jpg,Papeles y Celulosas;Enrolado;Smoke Shop;
111,1,Alga bloom 1ltr - Plagron,"16092,000",1,ALGABL310,Plagron,100,"Especialmente para esta fase del cultivo Plagron ha desarrollado Alga de Floracin. Un nutriente orgnico-mineral lquido con una combinacin minuciosamente balanceada de fsforo y potasio absorbibles directamente por la planta, que optimiza la floracin sobre una base puramente natural....","<div class=""h5 text-uppercase index_title""><span>Descripción</span></div><div class=""product-description""><p>Especialmente para esta fase del cultivo Plagron ha desarrollado Alga de Floracin. Un nutriente orgnico-mineral lquido con una combinacin minuciosamente balanceada de fsforo y potasio absorbibles directamente por la planta, que optimiza la floracin sobre una base puramente natural., El fsforo contenido en Alga de Floracin de Plagron permite un mejor desarrollo de la raz y es la base de una floracin fuerte y abundante. El potasio se encarga de transportar los nutrientes a todas las partes de la planta y aumenta su resistencia en trminos generales., Alga de Floracin de Plagron da a sus plantas ese empujoncito que necesitan para arrancar. Alga de Floracin de Plagron es una cuestin de dar y recibir.</p></div>",Especialmente para esta fase del cultivo Plagron ha desarrollado Alga de Floracin. Un nutriente orgnico-mineral lquido con una combinacin minuciosament...,https://notorious.cl/2921-large_default/alga-bloom-1-litro-plagron.jpg,Plagron;Marca;Bases;Fertilizantes y Abonos;
